component,context,state,kind,subkind,requirement,threshold,ratio,verdict,project_bar_3,element,fg_token,fg_rendered,bg_token,bg_rendered,font_px,font_weight,large,count,fg_chain,bg_chain,path,text
empty-state,light,default,text,text,required,4.5,5.17,PASS,PASS,button.ui-empty-state__action--primary › span,--ui-empty-state-primary-text,#ffffff,--ui-empty-state-primary-bg,#2563eb,16,600,false,1,--ui-empty-state-primary-text → --ui-color-on-primary → --ui-white → #ffffff,--ui-empty-state-primary-bg → --ui-color-primary → --ui-blue-500 → #2563eb,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary > span,Create project
empty-state,light,default,non-text,border,informational,,5.17,INFO,PASS,button.ui-empty-state__action--secondary border,--ui-empty-state-secondary-border,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-empty-state-secondary-border → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,light,default,text,text,required,4.5,5.17,PASS,PASS,button.ui-empty-state__action--secondary › span,--ui-empty-state-secondary-text,#2563eb,--ui-empty-state-secondary-bg,#ffffff,16,600,false,1,--ui-empty-state-secondary-text → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-empty-state-secondary-bg → --ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary > span,Import project
empty-state,light,default,text,text,exempt-disabled,,17.85,EXEMPT,PASS,onyx-empty-state.ui-empty-state--disabled › span [disabled],--ui-color-text,#0f172a,--ui-color-surface,#ffffff,18,600,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__content > h2.ui-empty-state__title > span,Service unavailable
empty-state,light,default,text,text,exempt-disabled,,2.56,EXEMPT,FAIL,onyx-empty-state.ui-empty-state--disabled › span [disabled],--ui-empty-state-description-color,#94a3b8,--ui-color-surface,#ffffff,16,400,false,1,--ui-empty-state-description-color → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__content > p.ui-empty-state__description > span,Actions are unavailable while the servic
empty-state,light,default,non-text,box,exempt-disabled,,1.1,EXEMPT,FAIL,button.ui-empty-state__action--primary [disabled] box,--ui-color-disabled-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-color-disabled-bg → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,light,default,text,text,exempt-disabled,,2.34,EXEMPT,FAIL,button.ui-empty-state__action--primary › span [disabled],--ui-color-disabled-text,#94a3b8,--ui-color-disabled-bg,#f1f5f9,16,600,false,1,--ui-color-disabled-text → --ui-slate-400 → #94a3b8,--ui-color-disabled-bg → --ui-slate-100 → #f1f5f9,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary > span,Try again
empty-state,light,default,non-text,box,exempt-disabled,,1.1,EXEMPT,FAIL,button.ui-empty-state__action--secondary [disabled] box,--ui-color-disabled-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-color-disabled-bg → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,light,default,text,text,exempt-disabled,,2.34,EXEMPT,FAIL,button.ui-empty-state__action--secondary › span [disabled],--ui-color-disabled-text,#94a3b8,--ui-color-disabled-bg,#f1f5f9,16,600,false,1,--ui-color-disabled-text → --ui-slate-400 → #94a3b8,--ui-color-disabled-bg → --ui-slate-100 → #f1f5f9,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary > span,View status
empty-state,light,focus,non-text,focus-ring,required,3,5.17,PASS,PASS,button.ui-empty-state__action--primary focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,light,focus,non-text,focus-ring-vs-control,informational,,1,INFO,FAIL,button.ui-empty-state__action--primary focus-ring/vs-control,--ui-focus-ring,#2563eb,--ui-empty-state-primary-bg,#2563eb,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-empty-state-primary-bg → --ui-color-primary → --ui-blue-500 → #2563eb,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,light,focus,non-text,focus-ring,required,3,5.17,PASS,PASS,button.ui-empty-state__action--secondary focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,light,hover,text,text,required,4.5,6.7,PASS,PASS,button.ui-empty-state__action--primary › span,--ui-empty-state-primary-text,#ffffff,--ui-empty-state-primary-bg-hover,#1d4ed8,16,600,false,1,--ui-empty-state-primary-text → --ui-color-on-primary → --ui-white → #ffffff,--ui-empty-state-primary-bg-hover → --ui-color-primary-hover → --ui-blue-600 → #1d4ed8,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary > span,Create project
empty-state,light,hover,non-text,box,informational,,6.7,INFO,PASS,button.ui-empty-state__action--primary box,--ui-empty-state-primary-bg-hover,#1d4ed8,--ui-color-surface,#ffffff,,,,1,--ui-empty-state-primary-bg-hover → --ui-color-primary-hover → --ui-blue-600 → #1d4ed8,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,light,hover,text,text,required,4.5,4.75,PASS,PASS,button.ui-empty-state__action--secondary › span,--ui-empty-state-secondary-text,#2563eb,--ui-empty-state-secondary-bg-hover,#eff6ff,16,600,false,1,--ui-empty-state-secondary-text → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-empty-state-secondary-bg-hover → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary > span,Import project
empty-state,light,hover,non-text,border,informational,,5.17,INFO,PASS,button.ui-empty-state__action--secondary border,--ui-empty-state-secondary-border,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-empty-state-secondary-border → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,light,hover,non-text,border-vs-own-bg,informational,,4.75,INFO,PASS,button.ui-empty-state__action--secondary border/inner,--ui-empty-state-secondary-border,#2563eb,--ui-empty-state-secondary-bg-hover,#eff6ff,,,,1,--ui-empty-state-secondary-border → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-empty-state-secondary-bg-hover → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,light,hover,non-text,box,informational,,1.09,INFO,FAIL,button.ui-empty-state__action--secondary box,--ui-empty-state-secondary-bg-hover,#eff6ff,--ui-color-surface,#ffffff,,,,1,--ui-empty-state-secondary-bg-hover → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,dark,default,non-text,icon,informational,,9.29,INFO,PASS,onyx-empty-state › svg icon,--ui-color-primary,#34d399,--ui-color-surface,#0f172a,,,,2,--ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state > div.ui-empty-state__visual > svg,
empty-state,dark,default,text,text,required,4.5,17.06,PASS,PASS,onyx-empty-state › span,--ui-color-text,#f8fafc,--ui-color-surface,#0f172a,18,600,false,2,--ui-color-text → --ui-slate-50 → #f8fafc,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state > div.ui-empty-state__content > h2.ui-empty-state__title > span,No projects yet
empty-state,dark,default,text,text,required,4.5,6.96,PASS,PASS,onyx-empty-state › span,--ui-empty-state-description-color,#94a3b8,--ui-color-surface,#0f172a,16,400,false,2,--ui-empty-state-description-color → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state > div.ui-empty-state__content > p.ui-empty-state__description > span,Create a project to start organizing you
empty-state,dark,default,non-text,box,informational,,9.29,INFO,PASS,button.ui-empty-state__action--primary box,--ui-empty-state-primary-bg,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-empty-state-primary-bg → --ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,dark,default,text,text,required,4.5,10.49,PASS,PASS,button.ui-empty-state__action--primary › span,--ui-empty-state-primary-text,#020617,--ui-empty-state-primary-bg,#34d399,16,600,false,1,--ui-empty-state-primary-text → --ui-color-on-primary → --ui-slate-950 → #020617,--ui-empty-state-primary-bg → --ui-color-primary → --ui-emerald-400 → #34d399,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary > span,Create project
empty-state,dark,default,non-text,border,informational,,9.29,INFO,PASS,button.ui-empty-state__action--secondary border,--ui-empty-state-secondary-border,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-empty-state-secondary-border → --ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,dark,default,text,text,required,4.5,9.29,PASS,PASS,button.ui-empty-state__action--secondary › span,--ui-empty-state-secondary-text,#34d399,--ui-empty-state-secondary-bg,#0f172a,16,600,false,1,--ui-empty-state-secondary-text → --ui-color-primary → --ui-emerald-400 → #34d399,--ui-empty-state-secondary-bg → --ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary > span,Import project
empty-state,dark,default,text,text,exempt-disabled,,17.06,EXEMPT,PASS,onyx-empty-state.ui-empty-state--disabled › span [disabled],--ui-color-text,#f8fafc,--ui-color-surface,#0f172a,18,600,false,1,--ui-color-text → --ui-slate-50 → #f8fafc,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__content > h2.ui-empty-state__title > span,Service unavailable
empty-state,dark,default,text,text,exempt-disabled,,6.96,EXEMPT,PASS,onyx-empty-state.ui-empty-state--disabled › span [disabled],--ui-empty-state-description-color,#94a3b8,--ui-color-surface,#0f172a,16,400,false,1,--ui-empty-state-description-color → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__content > p.ui-empty-state__description > span,Actions are unavailable while the servic
empty-state,dark,default,non-text,box,exempt-disabled,,1.22,EXEMPT,FAIL,button.ui-empty-state__action--primary [disabled] box,--ui-color-disabled-bg,#1e293b,--ui-color-surface,#0f172a,,,,1,--ui-color-disabled-bg → --ui-slate-800 → #1e293b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,dark,default,text,text,exempt-disabled,,3.07,EXEMPT,PASS,button.ui-empty-state__action--primary › span [disabled],--ui-color-disabled-text,#64748b,--ui-color-disabled-bg,#1e293b,16,600,false,1,--ui-color-disabled-text → --ui-slate-500 → #64748b,--ui-color-disabled-bg → --ui-slate-800 → #1e293b,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary > span,Try again
empty-state,dark,default,non-text,box,exempt-disabled,,1.22,EXEMPT,FAIL,button.ui-empty-state__action--secondary [disabled] box,--ui-color-disabled-bg,#1e293b,--ui-color-surface,#0f172a,,,,1,--ui-color-disabled-bg → --ui-slate-800 → #1e293b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,dark,default,text,text,exempt-disabled,,3.07,EXEMPT,PASS,button.ui-empty-state__action--secondary › span [disabled],--ui-color-disabled-text,#64748b,--ui-color-disabled-bg,#1e293b,16,600,false,1,--ui-color-disabled-text → --ui-slate-500 → #64748b,--ui-color-disabled-bg → --ui-slate-800 → #1e293b,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary > span,View status
empty-state,dark,focus,non-text,focus-ring,required,3,9.29,PASS,PASS,button.ui-empty-state__action--primary focus-ring/box-shadow,--ui-focus-ring,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-focus-ring → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,dark,focus,non-text,focus-ring-vs-control,informational,,1,INFO,FAIL,button.ui-empty-state__action--primary focus-ring/vs-control,--ui-focus-ring,#34d399,--ui-empty-state-primary-bg,#34d399,,,,1,--ui-focus-ring → --ui-emerald-400 → #34d399,--ui-empty-state-primary-bg → --ui-color-primary → --ui-emerald-400 → #34d399,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,dark,focus,non-text,focus-ring,required,3,9.29,PASS,PASS,button.ui-empty-state__action--secondary focus-ring/box-shadow,--ui-focus-ring,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-focus-ring → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,dark,hover,text,text,required,4.5,13.23,PASS,PASS,button.ui-empty-state__action--primary › span,--ui-empty-state-primary-text,#020617,--ui-empty-state-primary-bg-hover,#6ee7b7,16,600,false,1,--ui-empty-state-primary-text → --ui-color-on-primary → --ui-slate-950 → #020617,--ui-empty-state-primary-bg-hover → --ui-color-primary-hover → --ui-emerald-300 → #6ee7b7,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary > span,Create project
empty-state,dark,hover,non-text,box,informational,,11.71,INFO,PASS,button.ui-empty-state__action--primary box,--ui-empty-state-primary-bg-hover,#6ee7b7,--ui-color-surface,#0f172a,,,,1,--ui-empty-state-primary-bg-hover → --ui-color-primary-hover → --ui-emerald-300 → #6ee7b7,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,dark,hover,text,text,required,4.5,7.61,PASS,PASS,button.ui-empty-state__action--secondary › span,--ui-empty-state-secondary-text,#34d399,--ui-empty-state-secondary-bg-hover,#1e293b,16,600,false,1,--ui-empty-state-secondary-text → --ui-color-primary → --ui-emerald-400 → #34d399,--ui-empty-state-secondary-bg-hover → --ui-color-surface-hover → --ui-slate-800 → #1e293b,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary > span,Import project
empty-state,dark,hover,non-text,border,informational,,9.29,INFO,PASS,button.ui-empty-state__action--secondary border,--ui-empty-state-secondary-border,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-empty-state-secondary-border → --ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,dark,hover,non-text,border-vs-own-bg,informational,,7.61,INFO,PASS,button.ui-empty-state__action--secondary border/inner,--ui-empty-state-secondary-border,#34d399,--ui-empty-state-secondary-bg-hover,#1e293b,,,,1,--ui-empty-state-secondary-border → --ui-color-primary → --ui-emerald-400 → #34d399,--ui-empty-state-secondary-bg-hover → --ui-color-surface-hover → --ui-slate-800 → #1e293b,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,dark,hover,non-text,box,informational,,1.22,INFO,FAIL,button.ui-empty-state__action--secondary box,--ui-empty-state-secondary-bg-hover,#1e293b,--ui-color-surface,#0f172a,,,,1,--ui-empty-state-secondary-bg-hover → --ui-color-surface-hover → --ui-slate-800 → #1e293b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,acme,default,non-text,icon,informational,,5.7,INFO,PASS,onyx-empty-state › svg icon,--ui-color-primary,#7c3aed,--ui-color-surface,#ffffff,,,,2,--ui-color-primary → #7c3aed,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__visual > svg,
empty-state,acme,default,text,text,required,4.5,17.85,PASS,PASS,onyx-empty-state › span,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,18,600,false,2,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__content > h2.ui-empty-state__title > span,No projects yet
empty-state,acme,default,text,text,required,4.5,2.56,FAIL,FAIL,onyx-empty-state › span,--ui-empty-state-description-color,#94a3b8,--ui-color-surface,#ffffff,16,400,false,2,--ui-empty-state-description-color → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__content > p.ui-empty-state__description > span,Create a project to start organizing you
empty-state,acme,default,non-text,box,informational,,5.7,INFO,PASS,button.ui-empty-state__action--primary box,--ui-empty-state-primary-bg,#7c3aed,--ui-color-surface,#ffffff,,,,1,--ui-empty-state-primary-bg → --ui-color-primary → #7c3aed,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,acme,default,text,text,required,4.5,5.7,PASS,PASS,button.ui-empty-state__action--primary › span,--ui-empty-state-primary-text,#ffffff,--ui-empty-state-primary-bg,#7c3aed,16,600,false,1,--ui-empty-state-primary-text → --ui-color-on-primary → --ui-white → #ffffff,--ui-empty-state-primary-bg → --ui-color-primary → #7c3aed,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary > span,Create project
empty-state,acme,default,non-text,border,informational,,5.7,INFO,PASS,button.ui-empty-state__action--secondary border,--ui-empty-state-secondary-border,#7c3aed,--ui-color-surface,#ffffff,,,,1,--ui-empty-state-secondary-border → --ui-color-primary → #7c3aed,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,acme,default,text,text,required,4.5,5.7,PASS,PASS,button.ui-empty-state__action--secondary › span,--ui-empty-state-secondary-text,#7c3aed,--ui-empty-state-secondary-bg,#ffffff,16,600,false,1,--ui-empty-state-secondary-text → --ui-color-primary → #7c3aed,--ui-empty-state-secondary-bg → --ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary > span,Import project
empty-state,acme,default,text,text,exempt-disabled,,17.85,EXEMPT,PASS,onyx-empty-state.ui-empty-state--disabled › span [disabled],--ui-color-text,#0f172a,--ui-color-surface,#ffffff,18,600,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__content > h2.ui-empty-state__title > span,Service unavailable
empty-state,acme,default,text,text,exempt-disabled,,2.56,EXEMPT,FAIL,onyx-empty-state.ui-empty-state--disabled › span [disabled],--ui-empty-state-description-color,#94a3b8,--ui-color-surface,#ffffff,16,400,false,1,--ui-empty-state-description-color → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__content > p.ui-empty-state__description > span,Actions are unavailable while the servic
empty-state,acme,default,non-text,box,exempt-disabled,,1.1,EXEMPT,FAIL,button.ui-empty-state__action--primary [disabled] box,--ui-color-disabled-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-color-disabled-bg → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,acme,default,text,text,exempt-disabled,,2.34,EXEMPT,FAIL,button.ui-empty-state__action--primary › span [disabled],--ui-color-disabled-text,#94a3b8,--ui-color-disabled-bg,#f1f5f9,16,600,false,1,--ui-color-disabled-text → --ui-slate-400 → #94a3b8,--ui-color-disabled-bg → --ui-slate-100 → #f1f5f9,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary > span,Try again
empty-state,acme,default,non-text,box,exempt-disabled,,1.1,EXEMPT,FAIL,button.ui-empty-state__action--secondary [disabled] box,--ui-color-disabled-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-color-disabled-bg → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,acme,default,text,text,exempt-disabled,,2.34,EXEMPT,FAIL,button.ui-empty-state__action--secondary › span [disabled],--ui-color-disabled-text,#94a3b8,--ui-color-disabled-bg,#f1f5f9,16,600,false,1,--ui-color-disabled-text → --ui-slate-400 → #94a3b8,--ui-color-disabled-bg → --ui-slate-100 → #f1f5f9,onyx-empty-state.ui-empty-state.ui-empty-state--disabled > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary > span,View status
empty-state,acme,focus,non-text,focus-ring,required,3,4.23,PASS,PASS,button.ui-empty-state__action--primary focus-ring/box-shadow,--ui-focus-ring,#8b5cf6,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → #8b5cf6,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,acme,focus,non-text,focus-ring-vs-control,informational,,1.35,INFO,FAIL,button.ui-empty-state__action--primary focus-ring/vs-control,--ui-focus-ring,#8b5cf6,--ui-empty-state-primary-bg,#7c3aed,,,,1,--ui-focus-ring → #8b5cf6,--ui-empty-state-primary-bg → --ui-color-primary → #7c3aed,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,acme,focus,non-text,focus-ring,required,3,4.23,PASS,PASS,button.ui-empty-state__action--secondary focus-ring/box-shadow,--ui-focus-ring,#8b5cf6,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → #8b5cf6,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,acme,hover,text,text,required,4.5,7.1,PASS,PASS,button.ui-empty-state__action--primary › span,--ui-empty-state-primary-text,#ffffff,--ui-empty-state-primary-bg-hover,#6d28d9,16,600,false,1,--ui-empty-state-primary-text → --ui-color-on-primary → --ui-white → #ffffff,--ui-empty-state-primary-bg-hover → --ui-color-primary-hover → #6d28d9,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary > span,Create project
empty-state,acme,hover,non-text,box,informational,,7.1,INFO,PASS,button.ui-empty-state__action--primary box,--ui-empty-state-primary-bg-hover,#6d28d9,--ui-color-surface,#ffffff,,,,1,--ui-empty-state-primary-bg-hover → --ui-color-primary-hover → #6d28d9,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--primary,
empty-state,acme,hover,text,text,required,4.5,5.24,PASS,PASS,button.ui-empty-state__action--secondary › span,--ui-empty-state-secondary-text,#7c3aed,--ui-empty-state-secondary-bg-hover,#eff6ff,16,600,false,1,--ui-empty-state-secondary-text → --ui-color-primary → #7c3aed,--ui-empty-state-secondary-bg-hover → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary > span,Import project
empty-state,acme,hover,non-text,border,informational,,5.7,INFO,PASS,button.ui-empty-state__action--secondary border,--ui-empty-state-secondary-border,#7c3aed,--ui-color-surface,#ffffff,,,,1,--ui-empty-state-secondary-border → --ui-color-primary → #7c3aed,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,acme,hover,non-text,border-vs-own-bg,informational,,5.24,INFO,PASS,button.ui-empty-state__action--secondary border/inner,--ui-empty-state-secondary-border,#7c3aed,--ui-empty-state-secondary-bg-hover,#eff6ff,,,,1,--ui-empty-state-secondary-border → --ui-color-primary → #7c3aed,--ui-empty-state-secondary-bg-hover → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
empty-state,acme,hover,non-text,box,informational,,1.09,INFO,FAIL,button.ui-empty-state__action--secondary box,--ui-empty-state-secondary-bg-hover,#eff6ff,--ui-color-surface,#ffffff,,,,1,--ui-empty-state-secondary-bg-hover → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,--ui-color-surface → --ui-white → #ffffff,onyx-empty-state.ui-empty-state > div.ui-empty-state__actions > button.ui-empty-state__action.ui-empty-state__action--secondary,
grid,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-grid › article,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,15,400,false,5,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-grid > div > article,Analytics
